id,name,isSoup,isSpicy,isSweet,isHot,isMeat,isNoodle,isRice,isBread
213,장미차,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,런치 오마카세,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,A set,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
216,오븐바사삭+티카마살라+콜라1.25L,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
217,국내산 특생삼겹살 (200g),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
218,아귀포,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,한우 (150g),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
220,매운쭈꾸미(1인),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,원조김밥,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
222,마담떡볶이,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
223,연인세트A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
224,오인자 모듬한상세트 (3~4인),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,파절이삼겹살,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
226,골뱅이 + 소면,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
227,샤오룽바오,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228,아김밥 세트 1인분,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
229,건강한방삼계탕,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
230,양아들 후라이드치킨,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
231,소고기국밥,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
232,장사장 부타동,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,본래순대국,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
234,굴국밥,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
235,바나나쥬스 (M),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
236,은행꼬치,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
237,꾸덕 로제떡볶이,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
238,소금구이,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
239,오돌뼈,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
240,참 조기 찌개,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
241,짬뽕,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
242,치즈크러스트피자(R),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
243,모듬,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,황칠 해신탕 (2인),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
245,두마리 같은 한마리 후라이드 치킨,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
246,김치두루치기 정식,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,자장면,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
248,온고블렌다드 no.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,에스프레소,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,더바삭치킨 뼈,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
251,치슐랭,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,얼큰 짬뽕탕,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
253,생삼겹살 (1인분),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
254,닭한마리 (중),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
255,햄볶음밥,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
256,오징어덮밥,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
257,로제떡볶이,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
258,얼쑤절쑤 불고기 크림파스타,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
259,송이김밥,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
260,소세지 플래터,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261,국내산차돌박이(1인분),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
262,팥칼국수,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
263,스테이크 덮밥,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
264,부추전,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,돼지왕갈비(250g),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
266,생연어 유부,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,수프림 타코,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
