id,name,external_star,address_id,business_date,starttime,fintime,bestmenu_id,franchise,internal_star,restaurant_type
2305,지코바상도1호점,3.2,1828,"월,화,수,목,금,토,일",12:00,24:00,393,False,,
2306,청년떡볶이장승배기역점,4.2,1218,null,null,null,319,False,,
2307,강남교자상도점,5.0,773,null,null,null,62,False,,
2308,미스터초밥,4.6,1394,null,null,null,null,False,,
2309,대포곱창,5.0,537,null,null,null,null,False,,
2310,엄마밥줘,0,1798,null,null,null,null,False,,
2311,로드77,5.0,503,null,null,null,704,False,,
2312,명성왕족발,0,842,null,null,null,17,False,,
2313,하늘채홍어,1.0,1414,null,null,null,null,False,,
2314,구름산추어탕,2.0,1270,null,null,null,971,False,,
2315,큰맘할매순대국,3.0,1305,null,null,null,null,True,,
2316,소문난 감자탕.아구찜,0,691,null,null,null,null,False,,
2317,호식이두마리치킨상도1호점,3.0,1189,null,null,null,783,False,,
2318,대현포차,0,1037,"월,화,수,목,금,토,일",00:00,24:00,942,False,,
2319,커피온리 숭실대점,4.5,105,"월,화,수,목,금",08:00,22:10,400,True,,
2320,워너커피,0,2084,null,null,null,null,True,,
2321,더진국숭실대점,2.3,1639,null,null,null,1,False,,
2322,정선메밀고을,3.0,273,null,null,null,null,False,,
2323,오뚜기마당,4.5,1277,null,null,null,76,False,,
2324,록원부엌,0,1122,null,null,null,null,True,,
2325,황제짬뽕,3.0,1229,null,null,null,null,False,,
2326,쌍둥이보쌈,5.0,859,null,null,null,null,False,,
2327,마왕족발,3.0,1677,"월,화,수,목,금,토,일",16:00,24:00,472,True,,
2328,내가찜한닭(숭실대점),2.8,737,"월,화,수,목,금",10:00,22:00,315,True,,
2329,더코네(The kone),4.3,568,"월,화,수,목,금",10:00,22:00,914,False,,
2330,우니꾸,4.0,382,"월,화,수,목,금,토,일",17:00,23:30,442,False,,
2331,뚱보집 상도점,0,964,"월,화,수,목,금,토,일",17:00,01:00,null,True,,
2332,복어마을,5.0,810,"화,수,목,금,토,일",10:00,22:00,999,False,,
2333,추억과김밥,5.0,1889,null,null,null,221,False,,
2334,쉼표(숭실대점),4.1,1144,"월,화,수,목,금,토,일",00:00,24:00,null,False,,
2335,농장사람들,3.0,613,"월,화,수,목,금,토,일",12:00,24:00,451,True,,
2336,야미가상도점,5.0,1343,null,null,null,null,False,,
2337,피자쏭,4.3,2160,"월,화,수,목,금,토,일",11:00,23:00,242,False,,
2338,아쯔다무라,3.5,708,"월,화,수,목,금,토,일",11:30,02:00,null,False,,
2339,사부작,4.0,1462,null,null,null,958,False,,
2340,청춘포차,0,492,null,null,null,null,False,,
2341,생활맥주 장승배기역점,4.3,1079,null,null,null,998,True,,
2342,농실가,4.3,1849,"월,화,수,목,금,토,일",11:00,22:00,1005,False,,
2343,유가네한우곰탕,2.9,306,"월,화,수,목,금,토,일",00:00,24:00,639,True,,
2344,혜화동돈까스극장,5.0,1709,null,null,null,null,True,,
2345,점핑박사,0,125,null,null,null,null,False,,
2346,감나무골,0,1240,"월,화,수,목,금,토",11:00,22:30,115,False,,
2347,유프,4.8,2003,"월,화,수,목,금,토,일",10:00,24:00,194,False,,
2348,오사카부루스,1.0,1269,null,null,null,236,True,,
2349,응급실국물떡볶이 숭실대점,3.7,1987,"월,화,수,목,금,토,일",11:00,23:00,null,True,,
2350,생활맥주 숭실대입구역점,5.0,724,"월,화,수,목,금,토,일",17:00,02:00,964,True,,
2351,맥주창고,5.0,1061,null,null,null,null,False,,
2352,숭실대중문 한솥도시락,0,1796,"월,화,수,목,금,토,일",08:00,20:30,370,False,,
2353,BHC숭실대점,2.2,1637,"월,화,수,목,금,토,일",12:00,24:00,351,False,,
2354,사나운치킨,2.3,1433,"월,화,수,목,금,토,일",13:00,01:00,null,True,,
2355,상도동전집,5.0,416,null,null,null,null,False,,
2356,오부장치킨 장승배기점,4.2,1002,null,null,null,null,True,,
2357,엘리스빈커피,3.7,971,null,null,null,null,False,,
2358,네네치킨 상도2호점,4.0,1791,"화,수,목,금,토,일",11:00,23:00,423,True,,
2359,상도커피,5.0,1046,"월,화,수,목,금,토,일",08:00,22:00,null,False,,
2360,왕돈까스&왕냉면,2.8,1773,"월,화,수,목,금,토,일",00:00,24:00,715,True,,
2361,유로코피자상도점,5.0,2285,null,null,null,null,False,,
2362,도쿄라멘3900,3.0,413,"월,화,수,목,금,토",11:00,21:00,465,False,,
2363,여기로,5.0,572,"월,화,수,목,금,토",16:00,24:00,290,False,,
2364,봉수아피자,0,753,"월,화,수,목,금,토,일",11:00,24:00,747,False,,
2365,초밥이야기,2.7,1408,null,null,null,28,False,,
2366,웰컴,3.8,47,"화,수,목,금,토,일",17:00,15:00,474,False,,
2367,스시진,0,891,null,null,null,null,False,,
2368,스쿨푸드 상도점,0,1261,"월,화,수,목,금,토,일",10:00,21:30,304,True,,
2369,릿잇커피(LIT IT COFFEE),5.0,1382,"월,화,수,목,금,토,일",11:00,01:00,400,False,,
2370,경성찹쌀꽈배기,3.6,1753,"월,화,수,목,금,토,일",10:30,20:00,784,False,,
2371,공집합,3.4,1455,"월,화,수,목,금,토",19:00,01:00,null,False,,
2372,지구,3.7,1455,"월,화,수,목,금",19:00,01:00,null,False,,
2373,겹,5.0,1122,null,null,null,354,False,,
2374,차돌풍장승배기점,4.5,51,"월,화,수,목,금,토,일",11:00,24:00,447,False,,
2375,허슬버슬,0,166,null,null,null,null,False,,
2376,메가엠지씨커피 숭실대입구역점,5.0,1517,"월,화,수,목,금,토,일",08:00,22:00,null,True,,
2377,고돼지,5.0,362,"월,화,수,목,금,토,일",11:00,23:00,603,True,,
2378,움프(Oomph),33,269,"월,화,수,목",17:00,24:00,107,False,,
2379,청춘한우 곱도리탕,0,1881,null,null,null,null,False,,
2380,펍캐리온,5.0,1197,null,null,null,591,False,,
2381,통큰두마리찜닭,2.6,382,"월,화,수,목,금,토,일",11:00,02:00,640,True,,
2382,생선마당어랑,5.0,1906,"월,화,수,목,금,토,일",10:30,22:00,670,False,,
2383,계수작,3.0,1773,"월,화,수,목,금,토,일",16:30,03:00,null,False,,
2384,수라청,2.4,1635,"월,화,수,목,금,토,일",11:00,21:30,969,True,,
2385,심봉사도로케,3.0,313,null,null,null,null,True,,
2386,셰프의돈까스,4.8,434,null,null,null,null,True,,
2387,케이크팝,3.7,402,"월,화,수,목,금,토,일",12:00,22:00,405,False,,
2388,상도칼국수,0,697,null,null,null,null,False,,
2389,상도식구,0,1527,null,null,null,null,False,,
2390,김밥엔,4.8,692,null,null,null,568,False,,
2391,찜앤불닭,1.0,1316,null,null,null,null,False,,
2392,두찜 동작상도1호점,4.7,298,null,null,null,525,True,,
2393,룡빈관,5.0,193,"월,화,수,목,금,토",11:30,21:00,51,False,,
2394,투다리 숭실대점,4.0,1133,null,null,null,null,True,,
2395,브라운필투(Brownpill Two),0,1852,"월,화,수,목,금,토,일",10:00,21:00,null,False,,
2396,임종예밥집,5.0,1336,null,null,null,null,False,,
2397,흥부찜닭 상도점,5.0,959,null,null,null,null,True,,
2398,백년회관서서갈비 장승배기점,평점 없음,871,null,null,null,null,True,,
2399,포동포동놀이터,평점 없음,2289,null,null,null,null,False,,
2400,하루엔소쿠 상도점,평점 없음,1787,null,null,null,null,True,,
2401,신룽푸마라탕 숭실대점,평점 없음,1682,null,null,null,null,True,,
2402,달달,평점 없음,361,null,null,null,null,False,,
2403,모두뼈다귀감자탕(상도점),평점 없음,894,null,null,null,null,True,,
2404,파스타앤볶음밥,평점 없음,2134,null,null,null,null,False,,
2405,무음,평점 없음,1611,null,null,null,null,False,,
2406,블랙&차이나,평점 없음,1931,null,null,null,null,False,,
2407,배달짜글오짜글 상도점,평점 없음,1435,null,null,null,null,False,,
2408,명동소곱창,평점 없음,1897,null,null,null,null,False,,
2409,해피트리,평점 없음,685,null,null,null,null,False,,
2410,발리호프,평점 없음,1606,null,null,null,null,False,,
2411,문차이나,평점 없음,566,null,null,null,null,False,,
2412,김광일간장새우,평점 없음,1160,null,null,null,null,False,,
2413,웅이네오돌뼈 상도점,평점 없음,1470,null,null,null,null,True,,
2414,퍼스트푸드,평점 없음,788,null,null,null,null,False,,
2415,크라이치즈버거 숭실대점,평점 없음,1157,null,null,null,null,False,,
2416,동래족발,평점 없음,1445,null,null,null,null,False,,
2417,강남분식,평점 없음,821,null,null,null,null,False,,
2418,닥엔돈스상도점,평점 없음,1912,null,null,null,null,False,,
2419,대마족발상도점,5.0,581,null,null,null,null,False,,
2420,양식당,0,30,null,null,null,null,True,,
2421,미스신두마리치킨,0,73,null,null,null,null,False,,
2422,밀플랜비,5.0,1123,"월,화,수,목,금,토,일",11:00,21:00,685,True,,
2423,상도미식회,0,1762,null,null,null,null,False,,
2424,백억집,0,32,null,null,null,null,False,,
2425,육회왕자 연어공주,0,934,null,null,null,null,False,,
2426,멕시카나 상도점,3.0,2028,"월,화,수,목,금,토,일",00:00,24:00,1046,True,,
2427,경성부대찌개 상도점,4.8,312,"월,화,수,목,금,토",10:30,20:30,null,True,,
2428,커피나무 브런치,4.5,276,"월,화,수,목,금",07:00,23:00,400,False,,
2429,호세야오리바베큐,3.0,1387,"월,화,수,목,금,토,일",11:30,00:30,1064,True,,
2430,푸라닭 상도1동점,3.1,64,"월,화,수,목,금,토,일",12:00,23:00,520,True,,
2431,소림마라 동작점,1.0,550,null,null,null,551,False,,
2432,쭈대가제육대가,1.0,1968,null,null,null,619,False,,
2433,달리181,3.9,791,"월,수,목,금",16:00,21:00,860,False,,
2434,광어삼촌,3.7,1603,"월,화,수,목,금,토",15:00,24:00,280,False,,
2435,행복푸드,0,298,null,null,null,null,False,,
2436,대구북성로연탄석쇠불고기,0,1171,null,null,null,null,False,,
2437,국보전,5.0,1577,null,null,null,563,False,,
2438,나비루,4.9,2252,"월,화,수,목,금",11:00,20:00,634,False,,
2439,마담순살떡볶이,0,941,"월,수,목,금,토,일",10:00,04:50,222,True,,
2440,추실장 참치,5.0,49,null,null,null,902,False,,
2441,맘스터치 숭실대입구역점,3.1,1725,null,null,null,null,True,,
2442,만년닭강정(신대방삼거리역점),2.8,1386,"월,화,수,목,금,토,일",10:00,21:00,278,True,,
2443,싱싱하늬,5.0,769,null,null,null,null,False,,
2444,정우원,5.0,466,"월,화,수,목,금,토,일",10:00,22:00,null,False,,
2445,테트리스찜닭 동작점,0,1432,"월,화,수,목,금,토,일",10:00,02:00,null,True,,
2446,구백냥곱창,4.3,707,null,null,null,null,True,,
2447, 상도동래미안 해바라기치킨,0,106,null,null,null,null,False,,
2448,만두의정석,5.0,872,null,null,null,210,False,,
2449,삼호핫오리5호점,0,798,null,null,null,null,False,,
2450,싹쓰리,0,475,null,null,null,null,False,,
2451,비스트로피자 서울동작점,5.0,820,null,null,null,null,True,,
2452,밥숯돌,0,1019,null,null,null,489,False,,
2453,송이네집밥,3.0,728,null,null,null,null,False,,
2454,배떡 상도점,0,354,"월,화,수,목,금,토,일",11:00,22:00,null,True,,
2455,60계 서울상도점,4.7,496,"월,화,수,목,금,토,일",15:30,23:30,830,True,,
2456,청년피자,4.0,1996,null,null,null,720,True,,
2457,힐링푸드,0,1407,null,null,null,null,False,,
2458,인생족보,2.0,382,null,null,null,null,False,,
2459,차고집냉면 동작점,4.0,1438,null,null,null,null,False,,
2460,원할머니보쌈족발 상도배달점,5.0,1688,null,null,null,643,False,,
2461,미완성카페(성대점),4.8,2111,"월,화,수,목,금,토,일",11:00,22:00,499,False,,
2462,파스타님,5.0,1367,"화,수,목,금,토,일",10:40,22:00,898,False,,
2463,유부랑 뚱이랑,4.8,295,"월,수,목,금,토,일",11:00,22:00,null,False,,
2464,효은옥 상도점,4.1,1387,"월,화,목,금,토,일",11:00,24:00,231,False,,
2465,파스토보이,0,1805,null,null,null,null,True,,
2466,자담치킨 신상도점,5.0,1178,null,null,null,null,True,,
2467,순정마차,0,1316,null,null,null,null,False,,
2468,고기이불볶음밥,0,760,null,null,null,null,False,,
2469,빵위에치즈 동작점,3.0,959,null,null,null,null,False,,
2470,그린 상도,0,2286,null,null,null,null,False,,
2471,본죽&비빔밥 상도점,4.5,726,"월,화,수,목,금,토,일",09:00,21:00,960,False,,
2472,왕손피자 동작점,0,118,null,null,null,null,True,,
2473,피쉬그램,2.8,283,"월,화,수,목,금,토,일",11:00,23:00,845,False,,
2474,테트리스 찜닭 동작점,0,1797,"월,화,수,목,금,토,일",10:00,02:00,null,True,,
2475,돌돌마리 김밥 도시락 떡볶이,5.0,383,null,null,null,null,False,,
2476,에이디어 푸드,0,1476,null,null,null,null,False,,
2477,맛사랑 분식,0,1854,null,null,null,null,False,,
2478,술타령이야,0,901,null,null,null,null,False,,
2479,탱그리 초밥,5.0,387,"월,수,목,금,토,일",11:30,22:00,753,False,,
2480,더벤티 장승배기역점,0,1426,"월,화,수,목,금",09:00,22:00,null,True,,
2481,운영카페,0,2197,null,null,null,null,False,,
2482,다원 맛칼국수,0,1681,"월,화,수,목,금,토,일",11:00,23:00,256,False,,
2483,태리로제떡볶이&닭강정 숭실대점,5.0,632,null,null,null,null,False,,
2484,쿡푸드,0,23,null,null,null,null,False,,
2485,미자네식당,5.0,1608,null,null,null,null,False,,
2486,장군이네 족발보쌈 Since1994,5.0,1902,null,null,null,null,False,,
2487,뜸들이다 상도점,3.3,237,"월,화,수,목,금,토,일",10:30,20:00,798,False,,
2488,먹어본 김밥,4.0,1625,"월,화,수,목,금,토,일",07:00,20:00,1000,False,,
2489,테이킷,5.0,126,"월,화,수,목,금,토",11:30,21:00,null,False,,
2490,샐러드박스 상도역점,4.3,120,"월,화,수,목,금",09:00,21:00,657,True,,
2491,떡군이네 떡볶이 노량진점,5.0,928,null,null,null,null,True,,
2492,먹돼지,5.0,406,null,null,null,null,False,,
2493,동궁찜닭 상도점,5.0,2147,"월,화,수,목,금,토,일",10:30,22:30,515,True,,
2494,스미비부타동 신대방삼거리역점,4.6,382,"월,화,수,목,금,토,일",11:30,20:30,null,False,,
2495,상도 타코야끼,4.4,1017,null,null,null,937,False,,
2496,소마니 5,0,1666,null,null,null,null,False,,
2497,도깨비,0,1017,null,null,null,null,False,,
2498,덤,0,2000,null,null,null,null,False,,
2499,동가보쌈,0,1413,null,null,null,null,False,,
2500,빠져들다,4.0,2251,"월,화,수,목,금,토",17:00,01:00,864,False,,
2501, 건영아파트 홈런호프치킨,5.0,1981,"월,화,수,목,금,토,일",17:00,01:00,null,False,,
2502,죠스떡볶이 장승배기역점,0,710,"월,화,수,목,금,토,일",11:00,22:00,1043,True,,
2503,순살만공격,0,694,null,null,null,null,False,,
2504,소소한 브런치,5.0,1253,null,null,null,null,False,,
2505,목포참홍어,4.5,193,"월,화,수,목,금,토",04:00,13:00,733,False,,
2506,우된장 장승배기점,0,157,null,null,null,null,True,,
2507,숑숑돈까스 서울 숭실대점,4.0,504,null,null,null,null,False,,
2508,브라운필 상도힐스테이트점,5.0,2043,"월,화,수,목,금",07:30,22:00,925,False,,
2509,역전할머니맥주 장승배기점,0,1048,null,null,null,null,False,,
2510,카페 헷지,5.0,1811,null,null,null,499,False,,
