id,city,district,road,building_num,floor,location
898,서울특별시,동작구,상도로,150,null,숭입
899,서울특별시,관악구,봉천로,335,null,설입
900,서울특별시,관악구,남부순환로,1749,null,설입
901,서울특별시,관악구,인헌길,43,null,설입
902,서울특별시,서대문구,연세로12길,30,null,신촌
903,서울특별시,관악구,청룡1길,7,null,설입
904,서울특별시,서대문구,연세로12길,10,null,신촌
905,서울특별시,관악구,은천로,32,null,설입
906,서울특별시,관악구,남부순환로234길,23,null,설입
907,서울특별시,서대문구,신촌로11길,35,null,신촌
908,서울특별시,동작구,성대로6길,10,null,숭입
909,서울특별시,서대문구,연세로7안길,14,null,신촌
910,서울특별시,관악구,남부순환로,1916,null,설입
911,서울특별시,관악구,보라매로,20,null,설입
912,서울특별시,동작구,성대로,56,null,숭입
913,서울특별시,관악구,낙성대역길,83,null,설입
914,서울특별시,동작구,장승배기로10길,9,null,숭입
915,서울특별시,관악구,청림길,14-1,null,설입
916,서울특별시,관악구,남부순환로,1904,null,설입
