id,city,district,road,building_num,floor,location
917,서울특별시,서대문구,연세로7안길,25,null,신촌
918,서울특별시,동작구,장승배기로10길,7,null,숭입
919,서울특별시,관악구,봉천로,590,null,설입
920,서울특별시,관악구,보라매로,11,null,설입
921,서울특별시,서대문구,연세로12길,23,null,신촌
922,서울특별시,관악구,은천로2길,18,null,설입
923,서울특별시,관악구,남부순환로,1728,null,설입
924,서울특별시,관악구,봉천로,575-1,null,설입
925,서울특별시,관악구,관악로12길,23,null,설입
926,서울특별시,동작구,성대로2길,12,null,숭입
927,서울특별시,관악구,쑥고개로,97,null,설입
928,서울특별시,서대문구,연세로9길,37,null,신촌
929,서울특별시,관악구,관악로14길,6-4,null,설입
930,서울특별시,관악구,보라매로,16,null,설입
931,서울특별시,관악구,관악로,205,null,설입
932,서울특별시,동작구,상도로,124,null,숭입
933,서울특별시,관악구,관악로12길,12,null,설입
934,서울특별시,서대문구,명물길,4,null,신촌
935,서울특별시,관악구,관악로12길,6,null,설입
936,서울특별시,관악구,행운1길,70,null,설입
937,서울특별시,동작구,흑석로,24-1,null,숭입
938,서울특별시,관악구,봉천로,459,null,설입
939,서울특별시,관악구,쑥고개로11길,3,null,설입
940,서울특별시,서대문구,연희로,32,null,신촌
941,서울특별시,동작구,성대로1길,1,null,숭입
942,서울특별시,동작구,만양로,20,null,숭입
943,서울특별시,서대문구,연세로9길,20,null,신촌
944,서울특별시,관악구,봉천로,560,null,설입
945,서울특별시,서대문구,연세로5가길,31,null,신촌
946,서울특별시,관악구,행운1길,94,null,설입
947,서울특별시,관악구,남부순환로,1904,null,설입
948,서울특별시,동작구,성대로2길,5,null,숭입
949,서울특별시,관악구,남부순환로233길,7,null,설입
950,서울특별시,서대문구,연세로11길,15,null,신촌
951,서울특별시,관악구,양녕로,32-1,null,설입
952,서울특별시,관악구,남부순환로,1850,null,설입
953,서울특별시,서대문구,신촌로,87-8,null,신촌
954,서울특별시,관악구,은천로,25,null,설입
955,서울특별시,동작구,상도로62길,33,null,숭입
956,서울특별시,동작구,상도로60길,7-1,null,숭입
957,서울특별시,서대문구,연세로11길,14,null,신촌
958,서울특별시,관악구,관악로17길,3,null,설입
959,서울특별시,관악구,남부순환로,1936,1층,설입
960,서울특별시,서대문구,명물1길,24,null,신촌
961,서울특별시,관악구,남부순환로,1795,1층,설입
962,서울특별시,관악구,은천로,117,null,설입
963,서울특별시,서대문구,연세로7안길,41,null,신촌
964,서울특별시,관악구,인헌길,7,null,설입
965,서울특별시,관악구,중앙길,19,null,설입
966,서울특별시,관악구,양녕로,46,1층,설입
967,서울특별시,관악구,남부순환로,1869-6,null,설입
968,서울특별시,동작구,양녕로36길,17,null,숭입
969,서울특별시,관악구,양녕로,38-1,null,설입
970,서울특별시,관악구,관악로14길,45,null,설입
971,서울특별시,관악구,봉천로,461,null,설입
972,서울특별시,관악구,남부순환로,1740,null,설입
973,서울특별시,서대문구,신촌로11길,25-39,null,신촌
974,서울특별시,관악구,봉천로62길,2,null,설입
975,서울특별시,관악구,인헌6길,15,1층,설입
976,서울특별시,동작구,성대로29길,67,null,숭입
977,서울특별시,서대문구,연세로5가길,22,null,신촌
978,서울특별시,관악구,인헌6길,8,null,설입
979,서울특별시,서대문구,연세로7안길,10-3,null,신촌
980,서울특별시,동작구,양녕로26길,20,null,숭입
981,서울특별시,관악구,봉천로,209,지하1층,설입
982,서울특별시,관악구,봉천로23나길,46,null,설입
983,서울특별시,서대문구,연세로7안길,18,null,신촌
984,서울특별시,관악구,은천로,13-1,null,설입
985,서울특별시,서대문구,연세로11길,29,null,신촌
986,서울특별시,관악구,인헌길,87,null,설입
987,서울특별시,관악구,남부순환로200길,9,null,설입
988,서울특별시,관악구,낙성대로,14,null,설입
989,서울특별시,관악구,청룡길,27,null,설입
990,서울특별시,동작구,양녕로,190,null,숭입
991,서울특별시,서대문구,연세로5가길,13,null,신촌
992,서울특별시,관악구,관악로15길,23-3,null,설입
993,서울특별시,서대문구,신촌로1길,5,null,신촌
994,서울특별시,관악구,봉천로,273,null,설입
995,서울특별시,관악구,남부순환로,1875,null,설입
996,서울특별시,서대문구,연세로5다길,10,null,신촌
997,서울특별시,관악구,행운1길,13,null,설입
998,서울특별시,관악구,관악로14길,65,null,설입
999,서울특별시,관악구,남부순환로,1754,null,설입
1000,서울특별시,관악구,청룡2길,29,null,설입
1001,서울특별시,관악구,봉천로,473,null,설입
1002,서울특별시,관악구,청룡길,9,null,설입
1003,서울특별시,서대문구,연세로9길,19,null,신촌
1004,서울특별시,서대문구,연세로4길,19,null,신촌
1005,서울특별시,서대문구,연세로11길,35,null,신촌
1006,서울특별시,관악구,국회단지2길,19,null,설입
1007,서울특별시,서대문구,연세로9길,25,null,신촌
1008,서울특별시,동작구,상도로,95,null,숭입
1009,서울특별시,관악구,청룡2길,1,null,설입
1010,서울특별시,관악구,남부순환로,1916,null,설입
1011,서울특별시,관악구,남부순환로,1811,제1층,설입
1012,서울특별시,관악구,쑥고개로,86,null,설입
1013,서울특별시,서대문구,연세로7길,38,null,신촌
1014,서울특별시,동작구,상도로61길,43,null,숭입
1015,서울특별시,관악구,봉천로,568-1,null,설입
1016,서울특별시,서대문구,연세로7안길,21,null,신촌
1017,서울특별시,관악구,관악로12길,3-14,null,설입
1018,서울특별시,서대문구,연세로5가길,17,null,신촌
1019,서울특별시,동작구,상도로,349-1,2층,숭입
1020,서울특별시,서대문구,연세로7길,27,null,신촌
1021,서울특별시,관악구,행운1마길,13,null,설입
1022,서울특별시,관악구,양녕로,70,null,설입
1023,서울특별시,서대문구,연세로5다길,30,null,신촌
1024,서울특별시,동작구,사당로,10,null,숭입
1025,서울특별시,관악구,봉천로,600,null,설입
1026,서울특별시,서대문구,연세로,35,null,신촌
1027,서울특별시,관악구,청룡길,30,null,설입
1028,서울특별시,동작구,상도로22길,25,null,숭입
1029,서울특별시,서대문구,신촌로3길,9,null,신촌
1030,서울특별시,서대문구,연세로4길,27,null,신촌
1031,서울특별시,서대문구,명물길,20,null,신촌
1032,서울특별시,서대문구,신촌역로,39,null,신촌
1033,서울특별시,관악구,남부순환로,1870,null,설입
1034,서울특별시,관악구,남부순환로,1677,null,설입
1035,서울특별시,동작구,성대로2길,5-5,null,숭입
1036,서울특별시,관악구,은천로2길,28,null,설입
1037,서울특별시,서대문구,연세로5가길,29,null,신촌
1038,서울특별시,동작구,장승배기로,42,null,숭입
1039,서울특별시,관악구,남부순환로224길,13,null,설입
1040,서울특별시,관악구,참숯1길,2,null,설입
1041,서울특별시,관악구,보라매로3길,29,null,설입
1042,서울특별시,관악구,봉천로,568-1,null,설입
1043,서울특별시,관악구,은천로39길,13,null,설입
1044,서울특별시,관악구,봉천로,365,null,설입
1045,서울특별시,서대문구,연세로2길,6,null,신촌
1046,서울특별시,서대문구,연세로11길,21,null,신촌
1047,서울특별시,관악구,봉천로,368,null,설입
1048,서울특별시,관악구,은천로1길,3,null,설입
1049,서울특별시,관악구,봉천로,333,null,설입
1050,서울특별시,관악구,봉천로,602,null,설입
1051,서울특별시,관악구,장군봉1길,56,지하1층,설입
1052,서울특별시,서대문구,연세로7안길,10-7,null,신촌
1053,서울특별시,서대문구,연세로9길,10-1,null,신촌
1054,서울특별시,관악구,봉천로,309,null,설입
1055,서울특별시,동작구,상도로31길,19,제지2층,숭입
1056,서울특별시,서대문구,연희로2길,14,null,신촌
1057,서울특별시,서대문구,연세로7길,58,null,신촌
1058,서울특별시,관악구,관악로,274-1,null,설입
1059,서울특별시,관악구,남부순환로,1941,null,설입
1060,서울특별시,관악구,관악로14길,22,null,설입
1061,서울특별시,서대문구,연세로5나길,37,null,신촌
1062,서울특별시,서대문구,연세로7안길,35,null,신촌
1063,서울특별시,관악구,장군봉2길,44,null,설입
1064,서울특별시,관악구,관악로14길,85,null,설입
1065,서울특별시,관악구,봉천로,611,null,설입
1066,서울특별시,동작구,상도로61길,38,null,숭입
1067,서울특별시,동작구,상도로15길,102,null,숭입
1068,서울특별시,동작구,상도로62길,21,null,숭입
1069,서울특별시,관악구,청룡2길,6,null,설입
1070,서울특별시,관악구,관악로14길,74-7,null,설입
1071,서울특별시,관악구,관악로14길,11,null,설입
1072,서울특별시,관악구,인헌길,71,null,설입
1073,서울특별시,서대문구,연세로7안길,34-4,null,신촌
1074,서울특별시,관악구,장군봉1길,46,null,설입
1075,서울특별시,서대문구,연세로7안길,19,null,신촌
1076,서울특별시,서대문구,연세로5나길,20,null,신촌
1077,서울특별시,동작구,장승배기로,57-1,null,숭입
1078,서울특별시,동작구,상도로,162,null,숭입
1079,서울특별시,관악구,인헌길,80,null,설입
1080,서울특별시,동작구,성대로1길,24,null,숭입
1081,서울특별시,동작구,상도로,127,null,숭입
1082,서울특별시,관악구,봉천로,331-1,null,설입
1083,서울특별시,서대문구,연세로9길,22,null,신촌
1084,서울특별시,관악구,쑥고개로,50,null,설입
1085,서울특별시,서대문구,신촌로11길,7,null,신촌
1086,서울특별시,동작구,국사봉5길,24,null,숭입
1087,서울특별시,동작구,상도로61길,34,null,숭입
1088,서울특별시,관악구,관악로,174,null,설입
1089,서울특별시,관악구,봉천로7길,13,null,설입
1090,서울특별시,관악구,봉천로27길,41,null,설입
1091,서울특별시,서대문구,연세로7길,29,null,신촌
1092,서울특별시,관악구,봉천로,396,null,설입
1093,서울특별시,동작구,상도로,140,null,숭입
1094,서울특별시,관악구,은천로2길,35,null,설입
1095,서울특별시,관악구,은천로6길,8,null,설입
1096,서울특별시,관악구,남부순환로,1797,null,설입
1097,서울특별시,관악구,관악로14길,70,null,설입
1098,서울특별시,서대문구,명물길,37,null,신촌
1099,서울특별시,서대문구,명물길,16,null,신촌
1100,서울특별시,동작구,양녕로27길,6,null,숭입
1101,서울특별시,서대문구,연세로5나길,8,"1,2층",신촌
1102,서울특별시,관악구,관악로,110-1,1층,설입
1103,서울특별시,동작구,양녕로20길,111,null,숭입
1104,서울특별시,서대문구,연세로11길,35,null,신촌
1105,서울특별시,관악구,관악로,148,null,설입
1106,서울특별시,서대문구,연세로7안길,52,null,신촌
1107,서울특별시,관악구,관악로14길,82,null,설입
1108,서울특별시,서대문구,연세로4길,48,null,신촌
1109,서울특별시,동작구,상도로,128,null,숭입
1110,서울특별시,서대문구,연세로9길,14,null,신촌
1111,서울특별시,관악구,봉천로,364-1,1층,설입
1112,서울특별시,동작구,국사봉1길,4,null,숭입
1113,서울특별시,동작구,상도로15길,38,null,숭입
1114,서울특별시,관악구,봉천로,456-3,null,설입
1115,서울특별시,관악구,봉천로49길,12,null,설입
1116,서울특별시,동작구,성대로1길,13-1,null,숭입
1117,서울특별시,관악구,관악로14길,31,null,설입
1118,서울특별시,관악구,보라매로,17,null,설입
1119,서울특별시,관악구,봉천로,285,null,설입
1120,서울특별시,서대문구,연세로7길,34-6,null,신촌
1121,서울특별시,동작구,상도로,142,null,숭입
1122,서울특별시,동작구,상도로,102,null,숭입
1123,서울특별시,관악구,관악로14길,10,2층,설입
1124,서울특별시,동작구,상도로19길,47-4,null,숭입
1125,서울특별시,관악구,관악로14길,65,null,설입
1126,서울특별시,관악구,청룡길,30,null,설입
1127,서울특별시,서대문구,연세로9길,29,null,신촌
1128,서울특별시,관악구,남부순환로248길,68,1층,설입
1129,서울특별시,서대문구,연세로5가길,16,null,신촌
1130,서울특별시,관악구,봉천로,606,null,설입
1131,서울특별시,관악구,관악로,146,null,설입
1132,서울특별시,관악구,남부순환로,1810,null,설입
1133,서울특별시,서대문구,연세로7안길,34-7,null,신촌
1134,서울특별시,관악구,남부순환로,1766,null,설입
1135,서울특별시,서대문구,연세로9길,10-4,null,신촌
1136,서울특별시,관악구,봉천로,275,null,설입
1137,서울특별시,관악구,봉천로35길,8,null,설입
1138,서울특별시,서대문구,연세로4길,38,null,신촌
1139,서울특별시,서대문구,연세로12길,18,null,신촌
1140,서울특별시,관악구,관악로24길,37,null,설입
1141,서울특별시,관악구,봉천로,520-1,null,설입
1142,서울특별시,동작구,상도로37길,68-1,null,숭입
1143,서울특별시,동작구,상도로67길,27,null,숭입
1144,서울특별시,동작구,상도로34길,27,null,숭입
1145,서울특별시,서대문구,연세로5나길,18,null,신촌
1146,서울특별시,관악구,남부순환로224길,31,null,설입
1147,서울특별시,관악구,은천로5길,7,null,설입
1148,서울특별시,동작구,국사봉1길,114,null,숭입
1149,서울특별시,관악구,은천로,80,null,설입
1150,서울특별시,동작구,성대로11가길,20,null,숭입
1151,서울특별시,관악구,보라매로,8,null,설입
1152,서울특별시,관악구,관악로,154-5,null,설입
1153,서울특별시,관악구,남부순환로,1929-9,null,설입
1154,서울특별시,관악구,봉천로23길,27,null,설입
1155,서울특별시,서대문구,연세로5가길,8-3,null,신촌
1156,서울특별시,관악구,행운1길,81,null,설입
1157,서울특별시,서대문구,연세로,18,null,신촌
1158,서울특별시,동작구,국사봉1길,21,null,숭입
1159,서울특별시,관악구,낙성대역3길,11,null,설입
1160,서울특별시,동작구,성대로,18,null,숭입
1161,서울특별시,서대문구,연세로5다길,40,null,신촌
1162,서울특별시,동작구,상도로,141,null,숭입
1163,서울특별시,관악구,청룡길,10,null,설입
1164,서울특별시,관악구,은천로1길,3,1층,설입
1165,서울특별시,서대문구,연세로,13,11층,신촌
1166,서울특별시,서대문구,연세로2길,25,null,신촌
1167,서울특별시,서대문구,연세로,37,null,신촌
1168,서울특별시,동작구,양녕로26길,29,1층,숭입
1169,서울특별시,서대문구,연세로7길,38,null,신촌
1170,서울특별시,관악구,양녕로,46,1층,설입
1171,서울특별시,관악구,행운10길,15,지하1층,설입
1172,서울특별시,관악구,인헌4길,8,null,설입
1173,서울특별시,관악구,청룡2길,29,null,설입
1174,서울특별시,관악구,관악로30길,6,null,설입
1175,서울특별시,관악구,봉천로,598,null,설입
1176,서울특별시,서대문구,연세로7길,34-4,null,신촌
1177,서울특별시,관악구,남부순환로,1922,null,설입
1178,서울특별시,관악구,관악로15길,24,null,설입
1179,서울특별시,서대문구,연세로4길,48,null,신촌
1180,서울특별시,관악구,봉천로,213-20,null,설입
1181,서울특별시,관악구,관악로,154-6,null,설입
1182,서울특별시,관악구,남부순환로,1713-20,null,설입
1183,서울특별시,동작구,상도로15길,42,null,숭입
1184,서울특별시,관악구,봉천로13길,6,null,설입
1185,서울특별시,관악구,인헌4길,3,null,설입
1186,서울특별시,서대문구,연세로9길,17,null,신촌
1187,서울특별시,서대문구,연세로7안길,45,null,신촌
1188,서울특별시,관악구,장군봉1길,43,null,설입
1189,서울특별시,서대문구,연세로5나길,10,null,신촌
1190,서울특별시,관악구,양녕로,70,null,설입
1191,서울특별시,관악구,봉천로,225,null,설입
1192,서울특별시,서대문구,연세로5다길,9,null,신촌
1193,서울특별시,동작구,등용로,38,null,숭입
1194,서울특별시,관악구,남부순환로230길,42,null,설입
1195,서울특별시,서대문구,연세로4길,29,null,신촌
1196,서울특별시,동작구,성대로29길,117,null,숭입
1197,서울특별시,관악구,봉천로,592,null,설입
1198,서울특별시,관악구,남부순환로,1922,null,설입
1199,서울특별시,관악구,중앙길,77,null,설입
1200,서울특별시,동작구,상도로,341,null,숭입
1201,서울특별시,서대문구,연세로5다길,8,null,신촌
1202,서울특별시,관악구,보라매로2길,22,null,설입
1203,서울특별시,관악구,남부순환로248길,29,null,설입
1204,서울특별시,관악구,관악로,195,null,설입
1205,서울특별시,서대문구,연세로9길,16,null,신촌
1206,서울특별시,동작구,상도로58길,2,null,숭입
1207,서울특별시,관악구,관악로28길,12,null,설입
1208,서울특별시,서대문구,신촌로,123,null,신촌
1209,서울특별시,관악구,낙성대로,22-13,null,설입
1210,서울특별시,관악구,봉천로,572,null,설입
1211,서울특별시,서대문구,연세로4길,62,null,신촌
1212,서울특별시,관악구,보라매로,34,null,설입
1213,서울특별시,관악구,은천로,51,1층,설입
1214,서울특별시,관악구,관악로,132,null,설입
1215,서울특별시,관악구,남부순환로208길,10,null,설입
1216,서울특별시,관악구,양녕로,20-1,null,설입
1217,서울특별시,관악구,남부순환로,1751,null,설입
1218,서울특별시,관악구,관악로,224,null,설입
1219,서울특별시,관악구,관악로,231,null,설입
1220,서울특별시,서대문구,명물길,50-4,null,신촌
1221,서울특별시,관악구,은천로,3,null,설입
1222,서울특별시,관악구,봉천로,336,null,설입
1223,서울특별시,관악구,남부순환로,1801,null,설입
1224,서울특별시,서대문구,성산로,402,null,신촌
1225,서울특별시,관악구,관악로12길,30,null,설입
1226,서울특별시,서대문구,신촌로3길,29,null,신촌
1227,서울특별시,관악구,구암길,98,제1층,설입
1228,서울특별시,서대문구,연희로,14,B1층,신촌
1229,서울특별시,관악구,봉천로53길,12,null,설입
1230,서울특별시,서대문구,연세로7안길,30,null,신촌
1231,서울특별시,관악구,보라매로3길,16,null,설입
1232,서울특별시,동작구,상도로61길,21,null,숭입
1233,서울특별시,서대문구,명물길,10,null,신촌
1234,서울특별시,관악구,봉천로27길,36,null,설입
1235,서울특별시,동작구,양녕로25길,2,null,숭입
1236,서울특별시,서대문구,연세로5가길,13,null,신촌
1237,서울특별시,관악구,봉천로7길,30,null,설입
1238,서울특별시,관악구,청룡길,6,null,설입
1239,서울특별시,관악구,봉천로,471-1,null,설입
1240,서울특별시,관악구,관악로14길,70,null,설입
1241,서울특별시,서대문구,연세로5다길,5,null,신촌
1242,서울특별시,서대문구,성산로22길,36,null,신촌
1243,서울특별시,관악구,관악로,204,null,설입
1244,서울특별시,관악구,남부순환로,1908,null,설입
1245,서울특별시,서대문구,신촌로1길,3,null,신촌
1246,서울특별시,서대문구,연세로,1,null,신촌
1247,서울특별시,관악구,관악로,236,null,설입
1248,서울특별시,서대문구,연세로5다길,5,1층,신촌
1249,서울특별시,동작구,상도로,134,null,숭입
1250,서울특별시,동작구,상도로,136,null,숭입
1251,서울특별시,관악구,남부순환로244길,18,null,설입
1252,서울특별시,관악구,양녕로,41-1,null,설입
1253,서울특별시,서대문구,연세로9길,32,null,신촌
1254,서울특별시,관악구,쑥고개로,54,null,설입
1255,서울특별시,관악구,남부순환로210길,6,null,설입
1256,서울특별시,관악구,관악로13길,25,null,설입
1257,서울특별시,서대문구,연세로7길,38,null,신촌
1258,서울특별시,관악구,남부순환로,1811,1층,설입
1259,서울특별시,동작구,사당로,28,null,숭입
1260,서울특별시,관악구,청림길,10-1,null,설입
1261,서울특별시,관악구,인헌길,100,null,설입
1262,서울특별시,동작구,사당로,28,null,숭입
1263,서울특별시,관악구,청룡길,27,null,설입
1264,서울특별시,관악구,남부순환로,1701,null,설입
1265,서울특별시,서대문구,연세로,14,null,신촌
1266,서울특별시,서대문구,연세로,7,null,신촌
1267,서울특별시,서대문구,신촌로,83,지하1층,신촌
1268,서울특별시,관악구,관악로,306,1층,설입
1269,서울특별시,동작구,상도로,148,null,숭입
1270,서울특별시,서대문구,연세로7길,26,null,신촌
1271,서울특별시,관악구,남부순환로230길,32,null,설입
1272,서울특별시,관악구,낙성대로,18,null,설입
1273,서울특별시,서대문구,연세로5다길,36,null,신촌
1274,서울특별시,서대문구,연세로7안길,5,null,신촌
1275,서울특별시,관악구,봉천로,611-1,null,설입
1276,서울특별시,관악구,장군봉1길,56,제1층,설입
1277,서울특별시,동작구,상도로,321,null,숭입
1278,서울특별시,서대문구,연세로4길,7,null,신촌
1279,서울특별시,서대문구,연세로5가길,25,null,신촌
1280,서울특별시,관악구,남부순환로,1921-1,null,설입
1281,서울특별시,관악구,남부순환로234길,28,null,설입
1282,서울특별시,관악구,남부순환로226길,36,null,설입
1283,서울특별시,관악구,관악로12길,104,null,설입
1284,서울특별시,동작구,국사봉길,33,null,숭입
1285,서울특별시,관악구,장군봉2길,10,null,설입
1286,서울특별시,관악구,남부순환로,1746-1,null,설입
1287,서울특별시,관악구,관악로,244,null,설입
1288,서울특별시,서대문구,연세로,8-1,B3층,신촌
1289,서울특별시,관악구,양녕로,117,null,설입
1290,서울특별시,관악구,보라매로,15-3,null,설입
1291,서울특별시,관악구,남부순환로,1727-8,null,설입
1292,서울특별시,관악구,쑥고개로,99,null,설입
1293,서울특별시,관악구,봉천로,473-9,null,설입
1294,서울특별시,관악구,남부순환로226길,31,null,설입
1295,서울특별시,관악구,봉천로,467,null,설입
1296,서울특별시,관악구,청룡2길,29,null,설입
1297,서울특별시,관악구,관악로28길,12-3,null,설입
1298,서울특별시,관악구,봉천로,604,null,설입
1299,서울특별시,서대문구,연세로12길,20,null,신촌
1300,서울특별시,서대문구,연세로9길,23,null,신촌
1301,서울특별시,관악구,청림6길,3,지하1층,설입
1302,서울특별시,관악구,청룡길,30,null,설입
1303,서울특별시,관악구,관악로,116,null,설입
1304,서울특별시,동작구,상도로37길,76,1층,숭입
1305,서울특별시,관악구,쑥고개로,55,null,설입
1306,서울특별시,동작구,성대로,167,null,숭입
1307,서울특별시,관악구,청룡1길,19,null,설입
1308,서울특별시,관악구,관악로,211,1층,설입
1309,서울특별시,관악구,봉천로,473-5,null,설입
1310,서울특별시,동작구,상도로,136,null,숭입
1311,서울특별시,관악구,봉천로,495-3,null,설입
1312,서울특별시,관악구,관악로30길,9,null,설입
1313,서울특별시,동작구,성대로29길,50,null,숭입
1314,서울특별시,동작구,양녕로,191,null,숭입
1315,서울특별시,관악구,남부순환로,1766,null,설입
1316,서울특별시,관악구,청림6길,19-2,null,설입
1317,서울특별시,서대문구,연세로5다길,14,null,신촌
1318,서울특별시,관악구,관악로,211,1층,설입
1319,서울특별시,관악구,보라매로3길,8,null,설입
1320,서울특별시,서대문구,연세로7안길,34-1,null,신촌
1321,서울특별시,관악구,봉천로,388,null,설입
1322,서울특별시,동작구,상도로15길,99,null,숭입
1323,서울특별시,동작구,양녕로26길,16,null,숭입
1324,서울특별시,서대문구,연세로11길,16,2층,신촌
1325,서울특별시,관악구,남부순환로191길,8,null,설입
1326,서울특별시,서대문구,명물길,46,null,신촌
1327,서울특별시,서대문구,연세로4길,6,null,신촌
1328,서울특별시,관악구,관악로,211,null,설입
1329,서울특별시,관악구,당곡6길,6,null,설입
1330,서울특별시,서대문구,연세로9길,23,null,신촌
1331,서울특별시,동작구,양녕로,184,null,숭입
1332,서울특별시,관악구,관악로,152,null,설입
1333,서울특별시,관악구,은천로,35,null,설입
1334,서울특별시,관악구,청룡길,47,null,설입
1335,서울특별시,관악구,관악로14길,99,null,설입
1336,서울특별시,관악구,장군봉2길,7,null,설입
1337,서울특별시,서대문구,명물길,27-23,null,신촌
1338,서울특별시,관악구,남부순환로230길,45,null,설입
1339,서울특별시,관악구,관악로14길,88,지하1층~1층,설입
1340,서울특별시,동작구,상도로22길,34,null,숭입
1341,서울특별시,관악구,관악로14길,30,null,설입
1342,서울특별시,관악구,쑥고개로,64,null,설입
1343,서울특별시,동작구,상도로15길,3,null,숭입
1344,서울특별시,관악구,은천로,13,null,설입
1345,서울특별시,동작구,상도로67길,27,null,숭입
1346,서울특별시,동작구,사당로,42,null,숭입
1347,서울특별시,관악구,은천로,119,null,설입
1348,서울특별시,동작구,상도로15길,44,null,숭입
1349,서울특별시,동작구,성대로2길,7,null,숭입
1350,서울특별시,동작구,국사봉길,13,null,숭입
1351,서울특별시,동작구,장승배기로1길,20,null,숭입
1352,서울특별시,관악구,관악로14가길,2,null,설입
1353,서울특별시,관악구,남부순환로,1899,null,설입
1354,서울특별시,동작구,양녕로,192,null,숭입
1355,서울특별시,동작구,상도로15길,143,null,숭입
1356,서울특별시,동작구,성대로29길,67,null,숭입
1357,서울특별시,동작구,상도로37길,74,null,숭입
1358,서울특별시,관악구,관악로14길,103,null,설입
1359,서울특별시,서대문구,연세로4길,21,null,신촌
1360,서울특별시,관악구,관악로14길,15,null,설입
1361,서울특별시,관악구,쑥고개로16길,3,null,설입
1362,서울특별시,관악구,장군봉1길,56,지하1층,설입
1363,서울특별시,관악구,봉천로47길,19,null,설입
1364,서울특별시,서대문구,연세로5다길,22-8,null,신촌
1365,서울특별시,동작구,성대로,36,null,숭입
1366,서울특별시,관악구,봉천로,465,null,설입
1367,서울특별시,서대문구,성산로22길,4,null,신촌
1368,서울특별시,관악구,낙성대로,8,null,설입
1369,서울특별시,관악구,은천로,125,null,설입
1370,서울특별시,서대문구,연세로5길,26,null,신촌
1371,서울특별시,서대문구,연세로11길,35,null,신촌
1372,서울특별시,서대문구,연세로11길,24,null,신촌
1373,서울특별시,동작구,상도로22길,21,null,숭입
1374,서울특별시,관악구,봉천로53길,7,null,설입
1375,서울특별시,관악구,청룡길,9,null,설입
1376,서울특별시,관악구,낙성대로,11,null,설입
1377,서울특별시,동작구,상도로22길,37,null,숭입
1378,서울특별시,서대문구,연세로,42-22,null,신촌
1379,서울특별시,서대문구,연세로4길,12,null,신촌
1380,서울특별시,서대문구,연세로4길,53,null,신촌
1381,서울특별시,동작구,성대로1길,17-2,null,숭입
1382,서울특별시,관악구,관악로,155,null,설입
1383,서울특별시,관악구,장군봉길,7,null,설입
1384,서울특별시,서대문구,연세로4길,34,null,신촌
1385,서울특별시,관악구,관악로28길,70,null,설입
1386,서울특별시,관악구,봉천로,411,null,설입
1387,서울특별시,관악구,봉천로13길,7,null,설입
1388,서울특별시,서대문구,연세로7안길,18,null,신촌
1389,서울특별시,서대문구,연세로,36,1층,신촌
1390,서울특별시,관악구,남부순환로248길,17,null,설입
1391,서울특별시,동작구,상도로61길,8-2,null,숭입
1392,서울특별시,관악구,양녕로,16-1,null,설입
1393,서울특별시,관악구,쑥고개로,84,null,설입
1394,서울특별시,동작구,사당로,14,null,숭입
1395,서울특별시,동작구,상도로61가길,2,null,숭입
1396,서울특별시,관악구,봉천로25길,4,null,설입
1397,서울특별시,관악구,남부순환로,1922,null,설입
1398,서울특별시,서대문구,신촌로11길,35-7,null,신촌
1399,서울특별시,서대문구,연세로4길,40,null,신촌
1400,서울특별시,관악구,봉천로62길,5,5층,설입
1401,서울특별시,관악구,중앙길,23,null,설입
1402,서울특별시,동작구,국사봉1길,18,null,숭입
1403,서울특별시,관악구,남부순환로,1848-6,null,설입
1404,서울특별시,관악구,관악로24길,14,지하1층,설입
1405,서울특별시,서대문구,연세로7안길,4,null,신촌
1406,서울특별시,서대문구,명물1길,18,null,신촌
1407,서울특별시,관악구,인헌4길,3,null,설입
1408,서울특별시,서대문구,연세로5가길,8-3,null,신촌
1409,서울특별시,관악구,청림길,18,null,설입
1410,서울특별시,관악구,남부순환로,1799,null,설입
1411,서울특별시,관악구,국회단지2길,19,null,설입
1412,서울특별시,관악구,봉천로,341,null,설입
1413,서울특별시,관악구,남부순환로,1891,null,설입
1414,서울특별시,서대문구,명물길,76-5,null,신촌
1415,서울특별시,동작구,상도로67길,12-5,null,숭입
1416,서울특별시,관악구,관악로28길,46,null,설입
1417,서울특별시,관악구,봉천로,566,null,설입
1418,서울특별시,관악구,봉천로,609,null,설입
1419,서울특별시,관악구,낙성대로,29,null,설입
1420,서울특별시,관악구,관악로14길,11,null,설입
1421,서울특별시,서대문구,연세로12길,10,null,신촌
1422,서울특별시,동작구,상도로22길,34,null,숭입
1423,서울특별시,관악구,관악로12길,30,null,설입
1424,서울특별시,서대문구,신촌로,51,null,신촌
1425,서울특별시,관악구,남부순환로,1848-6,null,설입
1426,서울특별시,관악구,남부순환로248길,3,null,설입
1427,서울특별시,동작구,상도로37길,54,null,숭입
1428,서울특별시,동작구,상도로47길,22,null,숭입
1429,서울특별시,동작구,성대로,63,null,숭입
1430,서울특별시,서대문구,신촌로,83,10층,신촌
1431,서울특별시,동작구,상도로22길,18,null,숭입
1432,서울특별시,관악구,봉천로,552,null,설입
1433,서울특별시,관악구,남부순환로230길,22,null,설입
1434,서울특별시,관악구,남부순환로218길,37,null,설입
1435,서울특별시,동작구,상도로67길,31,null,숭입
1436,서울특별시,동작구,성대로2길,7,null,숭입
1437,서울특별시,관악구,남부순환로,1768,null,설입
