restaurant_id,menu_id
321,1047
321,4254
321,1394
321,1806
321,1655
322,197
322,3245
322,177
322,90
322,2209
322,3348
322,1754
325,542
325,1522
325,4191
325,4339
325,2091
325,1306
327,795
327,1203
327,3172
327,2898
327,2148
329,2
329,1663
329,906
329,1568
329,4739
329,1813
329,4668
331,910
331,3274
331,4191
331,1506
331,2889
332,1048
332,4402
332,3509
332,1284
332,2977
333,546
333,2756
333,3058
333,1981
333,2192
333,4641
335,519
335,356
335,2063
335,177
335,2174
337,636
337,140
337,258
337,1304
337,4947
337,3945
338,1002
338,2368
338,3873
338,4783
338,4512
338,4334
339,372
339,3228
339,3300
339,2660
339,3630
341,796
341,2436
341,3455
341,2494
341,4468
341,4887
342,255
342,1393
342,1346
342,1349
342,3959
342,2893
344,914
344,3577
344,1909
344,3892
344,2208
347,607
347,1644
347,4241
348,990
348,4704
348,2432
348,3665
348,3959
349,479
349,1466
349,3986
349,2062
351,90
351,1019
351,4490
351,3877
351,617
352,287
352,4640
353,508
353,3943
353,1319
353,4332
353,1648
356,1031
356,1715
356,1217
356,2244
356,1880
356,2139
357,73
357,627
357,2118
357,2795
357,4152
358,68
358,4872
358,3628
358,2732
358,4289
358,3473
359,222
359,2580
359,4053
359,3444
359,3677
359,2376
360,409
360,1653
360,1095
360,1060
360,1185
360,2181
362,614
362,3220
362,1538
362,667
362,560
365,105
365,1561
371,23
371,4840
371,1684
371,2078
371,4275
371,3724
373,178
373,534
373,1679
373,3279
373,968
373,3150
373,11
374,661
374,220
374,2505
374,20
374,3768
376,112
376,420
376,3716
376,2310
376,343
376,480
377,668
377,2360
377,4252
377,1447
377,1630
377,2980
378,132
378,2410
378,2707
378,2531
378,2672
378,2397
380,649
380,3675
380,4564
380,3423
380,3180
381,233
381,2296
381,4171
381,2315
381,2569
381,3251
382,320
382,2750
382,3115
382,1893
382,619
384,833
384,3745
384,1018
384,1031
384,21
385,623
389,528
389,3848
389,4107
389,1931
389,2496
389,4905
391,217
391,4096
391,4389
392,87
392,4491
392,1750
392,2343
392,4395
392,1343
393,1025
393,2415
393,3636
393,3551
393,4261
393,3832
394,901
394,2075
394,3433
394,3074
394,691
394,1185
395,387
395,4672
395,3143
395,3629
395,2452
395,1244
396,379
396,1564
396,3641
396,2744
398,1049
398,1859
398,1625
398,4275
398,4087
398,4017
399,908
399,2325
399,2600
399,4836
399,3953
399,3570
400,872
400,2149
400,1446
400,3634
400,4297
400,31
401,233
401,2296
401,4171
401,2315
401,2569
401,3251
402,888
402,1267
402,2746
402,4482
402,4986
402,2308
403,80
403,3050
403,2579
403,3111
403,1485
403,3929
404,886
404,2371
404,3921
404,2963
404,1193
406,679
406,1397
406,4980
406,1676
406,4417
406,2133
406,2214
407,878
407,2413
407,1784
407,4119
407,31
408,72
408,2403
408,2858
408,3155
408,3783
409,663
409,2758
409,2409
409,3458
409,2072
410,40
410,536
410,4532
410,1611
410,1615
411,253
411,3983
411,1955
411,4069
411,1700
413,1042
413,2092
413,1131
413,2453
413,1214
413,3356
413,1541
414,667
414,560
414,3431
414,3707
414,2601
417,955
417,3110
417,2781
417,2999
417,3103
417,1936
417,2000
418,480
418,3877
418,751
418,2911
418,3850
419,661
419,220
419,1824
419,4521
419,357
421,985
421,4842
421,1225
421,4446
421,667
421,560
421,4110
423,585
423,2885
423,3120
423,3768
423,1302
424,247
424,2799
425,95
425,3085
425,1445
425,3081
425,2837
425,1518
428,207
428,3756
428,2168
428,4694
428,4234
429,304
429,4920
429,3750
429,81
430,152
430,4362
430,4433
430,3098
430,4709
434,661
434,2841
434,3155
434,4729
434,1781
435,296
435,1624
435,2948
435,2419
435,4082
435,2931
436,690
436,645
436,220
436,1200
436,3653
436,1019
438,601
438,3440
438,4490
438,1321
438,2082
441,765
441,1231
441,1749
441,3959
441,4162
442,1024
442,376
442,1757
442,3606
442,4846
443,747
443,2915
443,4348
443,2143
443,1298
443,3926
444,494
444,11
444,968
444,3150
444,2610
444,107
445,431
445,2955
445,4108
446,573
446,3688
446,2615
446,3877
446,1275
446,2058
446,2610
447,407
447,2731
447,3740
447,1537
447,2138
447,3362
448,879
448,4381
448,2110
448,2004
448,3325
449,48
449,2839
449,1486
449,1826
449,4809
450,486
450,1363
450,1779
450,242
450,2045
450,2088
453,906
453,2657
453,4127
453,4313
453,683
453,1474
454,542
454,1522
454,4191
454,4339
454,2091
454,1306
455,902
455,4733
455,3847
455,2433
455,4045
455,4421
457,877
457,4588
457,4524
457,1465
457,2159
462,1063
462,4904
462,4658
462,4675
462,782
463,1004
463,1329
463,3389
463,2095
463,2633
464,523
464,374
464,2065
464,294
464,906
464,3148
466,602
466,4734
466,4392
466,2652
466,253
466,1543
468,262
468,3322
468,671
468,3316
468,1782
468,2088
469,621
469,988
469,2813
469,2139
469,440
469,1619
470,286
470,1804
470,258
470,1304
470,4488
470,3212
470,3112
472,251
472,3066
472,1796
472,4123
472,2798
472,3933
472,2038
473,513
473,3899
476,366
476,4589
476,765
476,2769
476,2617
476,4063
476,2101
477,301
477,782
477,3877
477,4282
477,2153
477,947
478,332
478,1650
478,4590
478,2304
478,1708
479,610
479,2353
479,1302
479,2729
479,379
479,1564
479,1043
480,597
480,2970
480,4300
480,3294
480,2596
481,13
481,3042
481,2475
481,3357
481,1307
481,3961
482,550
482,4275
482,166
482,1625
482,4108
483,116
483,1650
483,1215
483,1877
483,2720
483,3359
484,967
484,1886
484,1222
484,4228
484,1888
484,2847
485,438
485,3855
485,3476
486,661
486,220
486,3653
486,4324
486,969
486,3596
486,1519
490,200
490,2120
490,231
490,768
490,2371
490,1386
491,423
491,2107
491,1341
491,4454
493,404
493,1283
493,4846
493,1589
493,1414
493,3097
494,65
494,3196
494,1123
494,414
494,2649
494,4562
495,959
495,3087
495,2751
495,1316
495,4548
495,3857
496,326
496,906
496,1940
496,374
496,4897
498,690
498,1778
498,661
498,1243
498,1200
499,670
499,3586
499,1138
499,1446
499,4200
500,414
500,2649
500,413
500,3272
500,1970
500,3358
501,744
501,2351
501,414
501,2649
501,3489
501,3545
501,4004
501,2206
502,737
502,5006
502,4236
502,1295
502,3340
504,42
504,3076
504,4516
504,4186
504,4889
504,1854
505,367
505,1189
505,947
505,536
507,373
507,1652
507,2162
507,1585
507,3590
508,898
508,2939
508,3988
508,2726
508,3280
509,639
509,3764
509,3492
509,2884
509,2507
509,1771
510,930
510,3773
510,4721
510,1637
510,4238
511,667
511,560
511,3521
511,4725
511,2438
511,2575
512,667
512,752
512,1642
512,560
512,3521
512,3431
512,4407
513,90
513,2685
513,4540
513,2379
513,1681
514,340
514,2517
514,4587
516,470
516,3189
516,3242
516,4854
516,4680
516,3989
516,3214
517,667
517,560
517,4198
517,3985
517,1943
518,574
518,1107
518,1734
518,414
518,2649
518,2786
518,2376
519,769
519,2533
519,326
519,3806
519,2263
519,3546
520,615
520,1325
520,1817
520,4250
520,3321
520,4712
521,342
521,3772
521,3234
521,4828
521,2771
521,4900
522,492
523,711
523,1694
523,3508
523,1960
523,4101
523,4706
523,2662
527,1032
527,3982
527,4258
527,1454
527,3931
527,3995
528,645
528,220
528,20
528,4324
528,1302
529,212
529,2985
529,128
529,1070
529,4126
532,283
532,3610
532,1825
534,872
534,2149
534,1650
534,753
534,1227
534,4775
534,4042
535,742
535,2191
535,1881
535,2478
535,4002
535,1760
536,278
536,4715
536,374
536,595
536,2594
536,3023
536,1896
539,752
539,1642
539,667
539,3521
539,560
539,3748
542,363
542,2423
542,2085
542,440
542,2053
542,3036
544,557
544,2006
544,3484
544,4224
544,1922
545,363
545,2423
545,2085
545,440
545,2053
545,3036
546,603
546,3904
546,3614
546,3755
546,1623
549,1063
549,1047
549,3802
549,177
550,804
550,3821
550,4780
550,3990
550,3599
551,501
551,667
551,1967
551,1340
552,32
552,4224
552,2576
552,4501
552,2177
553,297
553,4031
553,4945
553,1577
553,4705
557,630
557,1980
557,4214
557,3734
557,2675
557,3333
557,1894
559,989
559,584
559,1273
559,475
559,1289
559,1195
563,212
563,128
563,81
563,2268
563,70
564,376
564,1024
564,3046
564,2313
564,3892
566,109
566,2330
566,602
566,420
566,3716
566,2519
568,721
568,2578
569,856
569,4246
569,1097
569,3182
569,3825
569,5000
571,523
571,374
571,2065
571,294
571,906
571,3148
575,864
575,2516
575,3090
575,2291
575,4423
577,856
577,4246
577,1097
577,3182
577,3825
577,5000
579,827
579,1995
579,1181
579,4068
579,3331
580,209
580,4960
580,4344
580,2230
580,4093
581,449
581,1134
581,2503
581,654
581,3689
581,4685
582,348
582,3149
582,4280
582,2136
582,31
584,628
584,4563
584,4583
584,2254
584,1937
587,49
587,4259
587,4572
587,3351
588,442
588,2444
588,4886
588,4484
588,2897
588,2465
590,360
590,3967
590,1918
590,3831
590,1082
591,56
591,2905
591,3101
591,4142
591,2899
591,3335
592,353
592,1672
592,1201
592,2584
592,4439
594,53
594,3417
594,4695
594,1258
594,2228
594,1635
595,26
595,4455
595,2178
595,2268
595,4414
597,36
597,4975
597,2691
597,1569
597,1547
598,1050
598,1972
598,3566
598,2623
598,3107
598,1789
598,1729
599,1060
599,1938
599,2136
599,31
600,1051
600,4178
600,3591
600,4321
600,2443
601,648
601,4927
601,3544
601,4342
601,3708
602,250
602,3302
602,326
602,906
602,1835
605,414
605,2649
605,4153
605,3353
605,4495
605,4039
606,471
606,3866
606,4486
606,1755
606,3733
606,2146
607,91
607,3828
607,1900
607,3870
607,2983
607,4014
608,564
608,4871
608,2583
608,3247
608,2867
608,1427
609,381
609,1093
609,3282
609,1464
609,4949
611,123
611,2035
611,1633
611,1658
611,2986
611,616
613,575
613,2266
613,3781
613,1974
613,4157
616,935
616,2451
616,1895
616,81
616,1067
617,303
617,1418
617,1492
617,3814
617,1264
617,3133
618,716
618,1705
618,1279
618,1270
618,4086
618,3287
619,979
619,2060
619,1542
619,2563
619,4700
624,277
624,1520
624,1116
624,1530
624,3198
625,680
625,661
625,220
625,3653
625,20
626,375
626,2026
626,894
626,4541
626,1425
628,286
628,1804
628,258
628,1304
628,4488
628,3212
628,3112
630,1011
635,753
635,3265
635,2123
635,2567
635,1215
635,3787
636,363
636,2423
636,2085
636,440
636,2053
636,3036
637,414
637,2649
637,1482
637,3353
637,1598
637,356
639,915
639,3794
639,3012
639,4384
639,128
641,839
641,4071
641,3053
641,3067
641,4808
641,1866
642,1053
642,3243
642,3031
642,1431
642,4261
644,1026
644,2945
644,2227
644,3697
644,760
644,4634
647,588
647,1297
647,376
647,2923
648,671
648,982
648,4894
648,1255
648,4191
648,2172
649,811
649,1831
649,3261
649,1785
649,1985
649,3901
650,683
650,3769
650,906
650,374
650,2210
651,215
651,2305
651,4980
651,1428
651,4511
651,934
652,91
652,3828
652,1900
652,3870
652,2983
652,4014
656,889
656,667
656,560
656,4918
656,3193
656,1603
657,848
657,3561
657,2988
657,1461
657,343
658,414
658,2649
658,4541
658,1124
658,574
658,3349
659,771
659,480
659,1148
659,1675
659,782
660,667
660,2135
660,4438
660,2545
660,1651
660,2017
661,397
661,2761
661,3209
661,4990
664,258
664,1304
664,636
664,140
664,3746
664,3267
666,831
667,667
667,560
667,3748
667,202
667,3804
668,464
668,2991
668,4764
668,2616
668,3588
668,1081
669,888
669,1267
669,2746
669,4482
669,4986
669,2308
670,776
670,3720
670,2808
670,2158
670,4261
671,221
671,4450
671,3185
671,1090
671,1966
671,4217
672,871
672,2671
672,4260
672,3831
672,1901
672,3523
673,904
673,2282
673,3728
673,1544
673,2237
673,238
674,927
674,2059
674,1487
674,1293
674,90
675,91
675,3828
675,1900
675,3870
675,2983
675,4014
676,624
676,1309
676,2236
676,3364
676,1876
679,616
679,2515
679,3671
679,4714
679,1815
682,46
682,3845
682,3409
682,3441
682,3134
683,732
683,3218
683,3310
683,4518
683,4079
684,480
684,1891
684,2207
684,326
684,927
685,298
685,3154
685,768
685,617
685,1659
685,4514
685,2689
686,1018
686,3020
686,2152
686,1157
686,1248
687,316
687,2641
687,1436
687,21
687,4162
687,2477
692,544
692,2769
692,4852
692,3394
692,2255
693,427
693,1367
693,584
693,1273
693,989
693,999
693,4052
694,758
694,2739
694,2686
694,3914
694,2974
694,4525
696,667
696,560
696,3521
696,4407
696,4038
696,3431
697,326
697,906
697,374
697,3035
698,257
698,1915
698,3211
698,1399
698,4503
701,798
701,2418
701,1539
701,4969
701,4047
702,911
702,1533
702,4505
702,3385
702,4630
703,760
703,4634
703,1710
703,2176
703,4710
703,3407
705,872
705,2149
705,1650
705,753
705,1227
705,4775
705,4042
709,413
709,414
709,2649
709,4498
709,186
709,4039
714,982
714,2611
714,2371
714,4272
714,4713
714,4617
715,210
715,1828
715,1902
715,3633
715,4208
715,5004
717,651
717,3767
717,3370
717,1211
717,2471
718,988
718,1142
718,2288
718,1362
718,3299
719,393
719,3203
719,3249
720,929
720,21
720,2852
720,788
720,3021
722,941
722,4219
722,3190
722,4891
722,4973
722,4085
723,843
723,1364
723,3775
723,2253
723,4235
723,2559
724,765
724,1231
724,1749
724,3959
724,4162
725,667
725,560
725,4431
725,4520
725,4633
726,137
726,4265
726,2202
726,846
726,2561
727,123
727,2035
727,1633
727,1658
727,2986
727,616
728,62
728,1845
728,1067
728,3958
728,2996
728,4555
729,609
729,1599
729,4244
729,3819
729,1616
730,91
730,3828
730,1900
730,3870
730,2983
730,4014
731,248
731,4558
731,4296
731,3504
731,4414
731,2570
732,206
732,1597
732,90
732,1495
732,2052
733,4
733,4299
734,443
734,4353
734,2261
734,3226
734,3891
734,3666
735,299
735,3649
735,3213
735,3001
735,2607
735,3712
737,589
738,682
738,2612
738,4099
738,3829
738,4213
739,107
739,128
739,3958
739,475
739,2057
740,922
740,4696
740,1983
740,4226
741,1036
741,4597
741,4662
741,3719
741,4200
741,1968
743,970
743,1379
743,3522
743,2440
743,1723
743,4317
745,437
745,2267
745,3691
745,4227
745,3894
745,4510
746,694
746,1596
746,4642
746,4330
746,1291
748,1044
748,667
748,1500
748,4748
748,4921
749,159
749,2514
749,1907
749,3442
749,3350
749,2605
750,159
750,2514
750,1907
750,3442
750,3350
750,2605
751,905
751,2743
751,2037
751,4175
751,3338
752,1040
752,3571
752,90
752,3836
752,3510
753,862
753,4201
753,2442
753,4915
753,3307
754,799
754,3159
754,1083
755,457
755,4238
755,619
755,2327
755,4532
755,2678
757,727
757,4502
757,1478
757,1125
757,2081
760,58
760,1136
760,3426
760,1162
760,4844
760,1610
764,75
764,4216
764,4724
764,2603
764,1764
765,645
765,220
765,81
765,1019
765,2610
766,245
766,3168
766,3454
766,3556
766,3520
766,4637
767,779
767,1323
767,2367
767,4341
767,700
767,4306
768,801
768,4333
768,2625
768,1001
768,3201
769,291
769,3256
769,4821
769,1588
769,2334
770,978
770,2650
770,4368
770,2307
770,4541
771,347
771,1975
771,3833
771,1901
771,1223
772,563
774,562
774,3661
774,1563
774,2030
774,4451
774,1496
774,4040
775,756
775,2064
775,3974
775,1558
775,3301
776,720
776,3937
776,5014
776,2772
776,3421
776,4591
777,159
777,3721
777,3932
777,3445
777,438
777,3855
779,784
779,2688
779,1526
779,3634
779,3381
781,59
781,1549
781,4000
781,768
781,5009
781,2626
782,849
782,3119
782,788
782,564
782,326
782,1697
784,13
784,3042
784,2475
784,3357
784,1307
784,3961
785,52
785,4364
785,2424
785,3805
785,2369
785,1529
786,502
786,4890
786,413
786,2241
786,4577
789,520
789,1726
789,4473
789,1741
789,1140
790,640
790,2556
790,1578
790,1594
790,2997
791,299
791,3649
791,3213
791,3001
791,2607
791,3712
792,212
792,128
792,81
792,2268
792,70
793,95
793,3085
793,1445
793,3081
793,2837
793,1518
794,687
794,2227
794,760
794,4634
794,2780
794,1840
797,514
797,2776
797,2318
797,3187
797,2251
797,2390
799,300
799,4794
799,3789
799,1432
799,2943
803,921
803,2668
803,824
803,1212
803,4277
806,826
806,2166
806,3147
806,1216
806,2300
806,4768
807,684
807,4305
807,4352
807,4807
807,2610
807,11
809,845
809,2819
809,2389
809,2141
809,3146
809,2687
814,999
814,3849
814,584
814,1273
814,3970
814,4849
816,221
816,4450
816,3185
816,1090
816,1966
816,4217
817,326
817,2065
817,2814
817,2631
817,2473
818,503
818,2340
818,3514
818,1182
818,2197
819,83
819,3743
820,896
820,3419
820,4970
820,2380
820,1479
822,29
822,1607
822,4425
822,4453
822,1494
823,755
823,1077
823,2630
823,1646
823,1573
825,936
825,2150
825,1410
825,4580
825,3346
826,232
826,2046
826,3842
826,4428
826,3748
826,3347
827,33
827,1621
827,1254
827,4469
827,3367
827,2332
828,681
828,1643
828,2820
828,4649
828,3045
828,2189
829,576
829,2716
829,568
829,1634
829,3028
829,4515
831,224
831,4961
831,4176
831,4609
832,564
832,4535
832,1855
832,2582
832,3175
835,227
835,3919
835,4162
835,1436
835,3978
836,515
836,3487
836,2429
836,4111
836,2710
837,256
837,3887
837,1545
837,4875
837,1731
838,722
838,2523
838,3742
838,3603
839,660
839,4201
839,2609
839,4437
839,4131
840,667
840,560
840,4215
840,3165
840,3659
841,872
841,2149
841,1342
841,1998
841,4430
841,3908
845,128
847,803
847,1882
847,4205
847,4074
847,2542
848,674
848,4907
848,1183
848,2417
848,482
851,402
851,1701
851,2348
851,2027
851,1660
851,2872
852,547
854,142
854,3285
854,4385
855,158
855,2606
855,2588
855,2491
855,2428
858,707
858,4598
858,4270
858,1591
858,3332
859,267
859,2912
859,3947
859,3770
859,3944
859,2147
860,604
860,1489
860,2723
860,4645
860,4480
861,688
861,3286
861,1987
861,2737
861,2830
864,284
864,2319
864,4953
864,4785
864,1674
865,282
865,1488
865,2823
865,3460
865,4839
868,1052
868,2698
868,2764
868,3459
868,3690
869,740
869,3324
869,4490
869,1354
869,3434
869,4500
869,3582
871,418
871,2416
871,3893
871,2906
871,2077
872,1054
872,3477
872,584
872,1273
872,3073
872,3501
872,2627
873,926
